0,3956773.901,1598570.956,5136732.91,6006.637,618.309,-4819.272,0,0.3826834,0,0.9238795,0,0,0,0,0,0,0
0.1,3957374.53822055,1598632.77620255,5136250.94842737,6006.10739764926,618.095049611252,-4819.95944178446,2.78556325002028e-05,0.382722454520459,-2.61004820629414e-05,0.923863367251167,0.00142893862492508,0.00169021679703749,-0.000538152265196288,-0.01,-0.01,0.01,-0.01
0.2,3957975.12247685,1598694.57500965,5135768.9181138,6005.57771491614,617.881090950397,-4820.64681906037,0.00011142250739312,0.382839562067272,-0.00010440179681516,0.923814833395432,0.00285787423342962,0.0033804394544251,-0.00107629924568535,-0.02,-0.02,0.02,-0.02
0.3,3958575.65376086,1598756.35242046,5135286.81906571,6005.04795180774,617.667124020297,-4821.33413181854,0.000250700567210862,0.383034716933886,-0.000234903422228005,0.923733883536263,0.00428680315455414,0.00507067388763986,-0.00161443326263276,-0.03,-0.03,0.03,-0.03
0.4,3959176.13206453,1598818.10843417,5134804.65128958,6004.51810833114,617.453148823818,-4822.02138004977,0.000445689708557011,0.383307882528658,-0.000417604389275023,0.923620427534306,0.00571572170757614,0.00676092601840325,-0.00215254664918193,-0.04,-0.04,0.04,-0.04
0.5,3959776.55737984,1598879.84304995,5134322.41479185,6003.98818449344,617.239165363823,-4822.70856374487,0.000696389754765085,0.383659007571213,-0.000652503256767149,0.923474339215921,0.00714462619662619,0.00845120177824026,-0.00269063175666524,-0.05,-0.05,0.05,-0.05
0.6,3960376.92969875,1598941.55626697,5133840.10957898,6003.45818030173,617.025173643174,-4823.39568289462,0.00100280041760664,0.384088026039462,-0.000939598076123514,0.923295456395128,0.00857351290531768,0.0101415071120169,-0.00322868096084211,-0.06,-0.06,0.06,-0.06
0.7,3960977.24901323,1599003.24808441,5133357.73565742,6002.92809576311,616.811173664737,-4824.08273748984,0.0013649212480489,0.384594857101536,-0.00127888634607902,0.923083580901941,0.0100023780913949,0.0118318479814489,-0.00376668666817371,-0.07,-0.07,0.07,-0.07
0.8,3961577.51531523,1599064.91850143,5132875.29303364,6002.39793088465,616.597165431375,-4824.76972752134,0.00178275157606175,0.385179405032667,-0.00167036495733019,0.922838478617146,0.011431217981404,0.0135222303685737,-0.00430464132214359,-0.0800000000000001,-0.0800000000000001,0.0800000000000001,-0.0800000000000001
0.900000000000001,3962177.72859673,1599126.56751722,5132392.78171407,6001.86768567347,616.383148945953,-4825.45665297991,0.00225629043947427,0.385841559117043,-0.00211403012712132,0.92255987951363,0.0128600287653922,0.0152126602791791,-0.00484253740963366,-0.0900000000000001,-0.0900000000000001,0.0900000000000001,-0.0900000000000001
1,3962777.88884969,1599188.19513094,5131910.20170519,6001.33736013666,616.169124211336,-4826.14351385637,0.00278553650188058,0.386581193534691,-0.00260987732377326,0.922247477704355,0.0142888065916389,0.0169031437461797,-0.00538036746736479,-0.1,-0.1,0.1,-0.1
1.1,3963377.99606608,1599249.80134179,5131427.55301345,6000.80695428132,615.955091230386,-4826.83031014152,0.00337048795959562,0.387398167233435,-0.00315790118115791,0.9219009314971,0.0157175475614252,0.0185936868329355,-0.00591812408841119,-0.11,-0.11,0.11,-0.11
1.2,3963978.05023786,1599311.38614892,5130944.83564532,6000.27646811454,615.741050005969,-4827.51704182618,0.00401114243766102,0.388292323785978,-0.0037580954031219,0.921519863456112,0.0171462477238454,0.0202842956365025,-0.00645579992879757,-0.12,-0.12,0.12,-0.12
1.3,3964578.05135702,1599372.94955151,5130462.04960724,5999.74590164343,615.52700054095,-4828.20370890114,0.00470749687490207,0.389263491232178,-0.00441045265786378,0.921103860470827,0.0185749030706665,0.0219749762908098,-0.00699338771418797,-0.13,-0.13,0.13,-0.13
1.4,3965177.99941552,1599434.49154875,5129979.19490569,5999.21525487508,615.312942838193,-4828.89031135723,0.00545954739803693,0.390311481906593,-0.00511496446226945,0.920652473831813,0.0200035095312411,0.0236657349697542,-0.00753088024667513,-0.14,-0.14,0.14,-0.14
1.5,3965777.89440532,1599496.0121398,5129496.27154712,5998.68452781661,615.098876900563,-4829.57684918525,0.00626728918483963,0.391436092251355,-0.00587162105621182,0.920165219314137,0.0214320629674782,0.0253565778902046,-0.00806827041167869,-0.15,-0.15,0.15,-0.15
1.6,3966377.7363184,1599557.51132385,5129013.27953801,5998.1537204751,614.884802730925,-4830.26332237601,0.00713071631635933,0.392637102614483,-0.00668041126682119,0.919641577268354,0.0228605591688788,0.0270475113149081,-0.00860555118496089,-0.16,-0.16,0.16,-0.16
1.7,3966977.52514674,1599618.98910008,5128530.2188848,5997.62283285767,614.670720332145,-4830.94973092032,0.00804982161819856,0.393914277033706,-0.00754132236273409,0.91908099271933,0.0242889938476406,0.0287385415552902,-0.00914271563976764,-0.17,-0.17,0.17,-0.17
1.8,3967577.2608823,1599680.44546765,5128047.08959398,5997.09186497142,614.456629707086,-4831.63607480901,0.00902459649085429,0.395267363005906,-0.00845433989832927,0.918482875473146,0.0257173626338392,0.0304296749741402,-0.00967975695410305,-0.18,-0.18,0.18,-0.18
1.9,3968176.94351706,1599741.88042574,5127563.891672,5996.56081682346,614.242530858615,-4832.32235403288,0.0100550307291266,0.396696091242293,-0.00941944754796094,0.917846600232312,0.0271456610706909,0.0321209179881739,-0.0102166684181451,-0.19,-0.19,0.19,-0.19
